Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 2A;60300;SURABAYASELATAN;-;REGIONAL 5;KC;Non LPU;Jl.Jemur andayani No.75, Kel. Tenggilis, Kec. Tenggilis Mejoyo, Surabaya;Jawa Timur;-7.328.842;112.744.351
PAKET 2A;61100;GRESIK;-;REGIONAL 5;KC;Non LPU;Jl. Dr.Sutomo No. 133 Kel. Tlogopatut, Kec. Kebomas, Gresik;Jawa Timur;-7.164.261;112.642.353
PAKET 2A;61200;SIDOARJO;-;REGIONAL 5;KC;Non LPU;Jl. Sultan Agung No. 50, Kel. Magersari, Kec. Sidoarjo, Sidoarjo;Jawa Timur;-7.448.796;112.715.905
PAKET 2A;63200;NGAWI;-;REGIONAL 5;KC;Non LPU;Jl. Jaksa Agung Suprapto No. 5, Kel. Ketanggi, Kec. Ngawi, Ngawi;Jawa Timur;-7.403.523;111.446.325
PAKET 2A;63300;MAGETAN;-;REGIONAL 5;KC;Non LPU;Jl. A Yani No. 82 Magetan, Kel. Kepolorejo, Kec. Magetan, Magetan;Jawa Timur;-7.652.223;111.323.763
PAKET 2A;64100;KEDIRI;-;REGIONAL 6;KC;Non LPU;Jl. mayjend Sungkono No. 32, Kel. Pocanan, Kec. Kota Kediri, Kediri;Jawa Timur;-7.811.155;112.008.961
PAKET 2A;64400;NGANJUK;-;REGIONAL 6;KC;Non LPU;Jl. Supriyadi No. 19, Kel. Kauman, Kec. Nganjuk, Nganjuk;Jawa Timur;-7.601.077;111.900.034
PAKET 2A;67100;PASURUAN;-;REGIONAL 6;KC;Non LPU;Jl. Alun-Alun Utara No. 1, Kel. Bangilan, Kec. Purworejo, Pasuruan;Jawa Timur;-7.640.733;112.906.697
PAKET 2A;68200;BONDOWOSO;-;REGIONAL 6;KC;Non LPU;Jl. Jaksa Agung Suprapto No. 9, Kel. Dabasah, Kec. Bondowoso, Bondowoso;Jawa Timur;-7.914.289;113.823.474
PAKET 2A;68300;SITUBONDO;-;REGIONAL 6;KC;Non LPU;Jl. A.Yani No. 129, Kel. Dawuhan, Kec. Situbondo, Situbondo;Jawa Timur;-7.705.695;1.140.054
PAKET 2A;68400;BANYUWANGI;-;REGIONAL 6;KC;Non LPU;Jl. Diponegoro No. 1, Kel. Kepatihan, Kec. Banyuwangi, Banyuwangi;Jawa Timur;-8.212.764;114.375.417
PAKET 2A;69100;BANGKALAN;-;REGIONAL 6;KC;Non LPU;Jl. Trunojoyo No. 2 Bangkalan 69111, Kel. Kraton, Kec. Bangkalan, Bangkalan;Jawa Timur;-7.025.412;112.751.162
PAKET 2A;69300;PAMEKASAN;-;REGIONAL 6;KC;Non LPU;Jl. Mesigit No. 3, Kel. Parteker, Kec. Pamekasan, Pamekasan;Jawa Timur;-7.161.579;113.481.903
PAKET 2A;69400;SUMENEP;-;REGIONAL 6;KC;Non LPU;Jl. Urip Sumoharjo No. 5, Kel. Pabiyan, Kec. Sumenep, Sumenep;Jawa Timur;-7.013.731;113.869.909
PAKET 2A;70700;BANJARBARU;-;REGIONAL 6;KC;Non LPU;Jl. Panglima Batur Timur No. 25, Kel. Banjarabru Utara, Kec. Banjarbaru, Banjarbaru;Kalimantan Selatan;-3.439.532;11.483.301
PAKET 2A;74100;PANGKALANBUN;-;REGIONAL 6;KC;Non LPU;Jl. Sutan Syahrir No. 26, Kel. Sidorejo, Kec. Arut Selatan, Kotawaringin Barat;Kalimantan Tengah;-2.690.009;111.630.594
PAKET 2A;74300;SAMPIT;-;REGIONAL 6;KC;Non LPU;Jl. Ahmad Yani No. 41, Kel. Mentawa Baru Hulu, Kec. Mentawa Baru Ketapang, Kotawaringin Timur;Kalimantan Tengah;-2.539.405;112.960.141
PAKET 2A;75000;SAMARINDA;-;REGIONAL 6;KC;Non LPU;Jl. Gajah Mada No. 15 Smr 75111, Kel. Jawa Samarinda, Kec. Ulu, Samarinda;Kalimantan Timur;-0.502337785123662;117.143.151.909.112
PAKET 2A;75300;BONTANG;-;REGIONAL 6;KC;Non LPU;Jl. MT Haryono No. 3, Bontang, Kel. Gunung Elai, Kec. Bontang Utara, Bontang;Kalimantan Timur;0.136358;117.481.216
PAKET 2A;75500;TENGGARONG;-;REGIONAL 6;KC;Non LPU;Jl. Jend. A Yani No. 5, Kel. Melayu, Kec. Tenggarong, Kutai Kartanegara;Kalimantan Timur;-0.414861;1.169.889
PAKET 2A;77000;TANJUNGSELOR;-;REGIONAL 6;KC;Non LPU;Jl. Skip II, Kel. Tanjungselor, Kec. Tanjungselor, Bulungan;Kalimantan Utara;284.460.079.572.145;117.364.583.015.441
PAKET 2A;77100;TARAKAN;-;REGIONAL 6;KC;Non LPU;Jl. Jend. Sudirman No. 12, Kel. Tarakan Pamusian, Kec. Tarakan Tengah, Tarakan;Kalimantan Utara;3.310.858;117.593.094
PAKET 2A;77300;TANJUNGREDEB;-;REGIONAL 5;KC;Non LPU;Jl. Pemuda No. 542 Tanjungredeb, Kel. Tanjungredeb, Kec. Tanjungredeb, Berau;Kalimantan Timur;2.152.867;117.493.758
PAKET 2A;78500;SANGGAU;-;REGIONAL 5;KC;Non LPU;Jl. H Agus Salim No. 42 Beringin, Kel. Beringin, Kec. Sanggau Kapuas, Sanggau;Kalimantan Barat;0.119844;110.593.259
PAKET 2A;78600;SINTANG;-;REGIONAL 5;KC;Non LPU;Jl. S. Parman No. 90, Kel. Kapuas Kanan, Kec. Hulu Sintang, Sintang;Kalimantan Barat;0.077488;11.149.589
PAKET 2A;78800;KETAPANG;-;REGIONAL 5;KC;Non LPU;Jl. Dr.Sutomo No. 4, Kel. Kantor, Kec. Delta Pawan, Ketapang;Kalimantan Barat;-1.850.587;109.977.769
PAKET 2A;79100;SINGKAWANG;-;REGIONAL 6;KC;Non LPU;Jl. Pemuda No. 107, Kel. Condong, Kec. Singkawang Tengah, Singkawang;Kalimantan Barat;0.913018;108.991.443
PAKET 2A;91500;MAMUJU;-;REGIONAL 6;KC;Non LPU;Jl. Yos Sudarso No. 163, Kel. Binanga, Kec. Mamuju, Mamuju;Sulawesi Barat;-2.670.613;11.889.134
PAKET 2A;91900;PALOPO;-;REGIONAL 5;KC;Non LPU;Jl. A Yani No. 15 Palopo 91911, Kel. Batupasi, Kec. Wara Utara, Palopo;Sulawesi Selatan;-2.993.838;120.195.665
PAKET 2A;92700;WATAMPONE;-;REGIONAL 1;KC;Non LPU;Jl. M. Husni Thamrin No. 7, Kel. Manurunge, Kec. Tanete Riattang, Watampone;Sulawesi Selatan;-4.537.722;1.203.262.765
PAKET 2A;96100;GORONTALO;-;REGIONAL 1;KC;Non LPU;Jl. Ahmad Yani No. 16 Gt 96111 Kel. Ipilo, Kec. Kota Tengah, Gorontalo;Gorontalo;0.532329;1.230.599.331
PAKET 2A;69200;SAMPANG;-;REGIONAL 1;KC;Non LPU;Jl. Pahlawan No 2, Kelurahan Rong Tengah, Kecamatan Smapang, Sampang, Jawa Timur;Jawa Timur;-7.195.447;113.251.563
PAKET 2A;64200;PARE;-;REGIONAL 1;KC;Non LPU;Jl. WR. Supratman No. 3, Kelurahan Pare, Kecamatan Pare, Kediri, Jawa Timur;Jawa Timur;-7.769.343;112.196.552
PAKET 2A;65300;BATU;-;REGIONAL 1;KC;Non LPU;Jl. Panglima Sudirman Batu, Kelurahan Ngaglik, Kecamatan Batu ,Batu, Jawa Timur;Jawa Timur;-786.818.264.202.856;112.516.457.756.854
PAKET 2A;66300;TRENGGALEK;-;REGIONAL 1;KC;Non LPU;Jl. Sunan Kalijaga No. 7, Kelurahan Ngantru, Kecamatan Trenggalek, Trenggalek, Jawa Timur;Jawa Timur;-8.048.773;111.708.395
PAKET 2A;72200;BATULICIN;-;REGIONAL 1;KC;Non LPU;Jl. Transmigrasi No. 5, Kel. Kampung Baru, Kec. Batulicin, Tanah Bumbu;Kalimantan Selatan;-3.422.539;116.004.155
PAKET 2A;93700;BAUBAU;-;REGIONAL 1;KC;Non LPU;Jl. Murhum No. 56, Kel. Wajo, Kec. Murhum, Bau Bau;Sulawesi Tenggara;-5.463.766.725.399;122.601.329.647.238
PAKET 2A;63500;PACITAN;-;REGIONAL 1;KC;Non LPU;Jl. Ronggowarsito No. 11, Kelurahan Baleharjo, Kecamatan Pacita, Pacitan, Jawa Timur;Jawa Timur;-8.196.396;111.104.139
PAKET 2A;22300;BALIGE;-;REGIONAL 1;KC;Non LPU;Jl. D.I. Panjaitan No. 4 Balige 22311, Kel. Napitupulu, Kec. Balige, Toba Samosir;Sumatera Utara;2.335.367;9.906.423
PAKET 2A;22400;TARUTUNG;-;REGIONAL 3;KC;Non LPU;Jl. Sisingamangaraja No. 200 Tarutung, Kel. Hutatoruan X, Kec. Tarutung, Tapanuli Utara;Sumatera Utara;2.025.306;98.961.947
PAKET 2A;22800;GUNUNGSITOLI;-;REGIONAL 4;KC;Non LPU;Jl. Muhammad Hatta No. 1, Kel. Psr Gunung Sitoli, Kec. Gunung Sitoli, Nias;Sumatera Utara;1.289.917;97.615.905
PAKET 2A;23700;TAPAKTUAN;-;REGIONAL 4;KC;Non LPU;Jl. TR Angkasah No. 78, Kel. Tapaktuan Pasar, Kec. Tapaktuan, Aceh Selatan;Nanggroe Aceh Darussalam;3.257.607;97.185.575
PAKET 2A;25500;PARIAMAN;-;REGIONAL 4;KC;Non LPU;Jl. Tugu Perjuangan 45 No. 2 Pariaman, Kel. Kampung Jawa I, Kec. Pariaman Tengah, Pariaman;Sumatera Barat;-0.624119;100.118.955
PAKET 2A;26100;BUKITTINGGI;-;REGIONAL 4;KC;Non LPU;Jl. Jend. Sudirman No. 75 Bukit Tinggi, Kel. Bukit Cangang, Kec. Guguk Panjang, Bukit Tinggi;Sumatera Barat;-0.309445498669944;100.371.283.067.459
PAKET 2A;26300;LUBUKSIKAPING;-;REGIONAL 4;KC;Non LPU;Jl. Jend Sudirman No. 27, Kel. Lubuksikaping Pauh, Kec. Lubuksikaping, Pasaman Timur;Sumatera Barat;0.14161;100.167.511
PAKET 2A;27100;PADANGPANJANG;-;REGIONAL 5;KC;Non LPU;Jl. Soekarno Hatta No. 1 Padang Panjang, Kel. Pasar Usang, Kec. Padang Panjang Barat, Padangpanjang;Sumatera Barat;-0.46242;100.399.798
PAKET 2A;27400;SAWAHLUNTO;-;REGIONAL 5;KC;Non LPU;Jl. A. Yani No. 1 Sawahlunto 27411, Kel. Pasar, Kec. Lembah Segar, Sawahlunto;Sumatera Barat;-0.684744;100.778.775
PAKET 2A;29200;TEMBILAHAN;-;REGIONAL 5;KC;Non LPU;Jl. Hang Tuah No. 3 Tembilahan, Kel. Tembilahan Kota, Kec. Tembilahan Kota, Indragiri Hilir;Riau;-0.325884;103.159.126
PAKET 2A;45300;SUMEDANG;-;REGIONAL 5;KC;Non LPU;Jl. P.Geusan Ulun No. 82, Kel. Regol Wetan, Kec. Sumedang Selatan, Sumedang;Jawa Barat;-6.856.264;107.921.887
PAKET 2A;54100;PURWOREJO;-;REGIONAL 5;KC;Non LPU;Jl. Jend. A Yani No. 2 Pwr 54111, Kel. Purworejo, Kec. Purworejo, Purworejo;Jawa Tengah;-771.335;11.001.109
PAKET 2A;56200;TEMANGGUNG;-;REGIONAL 5;KC;Non LPU;Jl. S Parman 5 Temanggung, Kel. Temanggung, Kec. Temanggung;Jawa Tengah;-7.316.818;110.178.927
PAKET 2A;57500;SUKOHARJO;-;REGIONAL 5;KC;Non LPU;Jl. Wandyopranoto No. 12, Kel. Joho, Kec. Sukoharjo, Sukoharjo;Jawa Tengah;-7.684.121;110.842.084
PAKET 2A;58100;PURWODADIGROBOGAN;-;REGIONAL 5;KC;Non LPU;Jl. Jend. Sudirman No. 4 Purwodadi, Kel. Purwodadi, Kec. Purwodadi, Grobogan;Jawa Tengah;-708.205;110.916.776
PAKET 2A;58200;BLORA;-;REGIONAL 5;KC;Non LPU;Jl. Pemuda No. 5 Blora 58211, Kel. Mlangsen, Kec. Blora, Kota Blora;Jawa Tengah;-6.969.224;111.414.382
PAKET 2A;61300;MOJOKERTO;-;REGIONAL 5;KC;Non LPU;Jl. A Yani No. 5, Mojokerto 61311, Kel. Purwotengah Kec. Magersari, Mojokerto;Jawa Timur;-7.464.233;112.434.548
PAKET 2A;61400;JOMBANG;-;REGIONAL 5;KC;Non LPU;Jl. KH Wahid Hasyim No. 184, Kel. Kepanjen, Kec. Jombang, Jombang;Jawa Timur;-7.555.189;112.235.094
PAKET 2A;62100;BOJONEGORO;-;REGIONAL 5;KC;Non LPU;Jl. Trunojoyo No. 1 Bojonegoro, Kel. Kepatihan, Kec. Bojonegoro, Bojonegoro;Jawa Timur;-7.151.879;111.881.571
PAKET 2A;62200;LAMONGAN;-;REGIONAL 5;KC;Non LPU;Jl. Ki Sarmidi Mangun Sarkoro No. 1, Kel. Jetis, Kec. Lamongan, Lamongan;Jawa Timur;-712.052;112.416.659
PAKET 2A;62300;TUBAN;-;REGIONAL 5;KC;Non LPU;Jl. Sunan Bonang No. 8 Tuban Kutorejo Tuban Tuban;Jawa Timur;-6.894.516;112.064.165
PAKET 2A;63400;PONOROGO;-;REGIONAL 5;KC;Non LPU;Jl. Soekarno Hatta No. 55, Kel. Banyudono, Kec. Ponorogo, Ponorogo;Jawa Timur;-7.867.535;111.469.635
PAKET 2A;66100;BLITAR;-;REGIONAL 5;KC;Non LPU;Jl. Mastrip No. 87 Blitar 66111, Kel. Kepanjen Kidul, Kec. Kepanjen Kidul, Blitar;Jawa Timur;-8.100.676;112.163.191
PAKET 2A;66200;TULUNGAGUNG;-;REGIONAL 5;KC;Non LPU;Jl. Kartini No. 31, Kel. Kauman, Kec. Tulungagung, Tulungagung;Jawa Timur;-8.065.104;11.189.991
PAKET 2A;67200;PROBOLINGGO;-;REGIONAL 5;KC;Non LPU;Jl. Surojo No. 33, Kel. Tisnonegaran, Kec. Mayangan, Probolinggo;Jawa Timur;-7.748.477;113.215.691
PAKET 2A;67300;LUMAJANG;-;REGIONAL 6;KC;Non LPU;Jl. Dr.Sutomo No. 19 Lumajang, Kel. Tompokersan, Kec. Lumajang, Lumajang;Jawa Timur;-8.128.457;113.223.183
PAKET 2A;80500;GIANYAR;-;REGIONAL 5;KC;Non LPU;Jl. Abimanyu No. 4, Gianyar 80511, Kel. Abianbase, Kec. Gianyar, Gianyar;Bali;-8.546.221;115.323.678
PAKET 2A;81100;SINGARAJA;-;REGIONAL 5;KC;Non LPU;Jl. Gajahmada No. 156, Kel. Banjar Bali, Kec. Buleleng, Buleleng;Bali;-8.108.963;115.091.075
PAKET 2A;82100;TABANAN;-;REGIONAL 5;KC;Non LPU;Jl. Pahlawan No. 4, Kel. Delod Peken, Kec. Tabanan, Tabanan;Bali;-8.540.331;115.134.648
PAKET 2A;83600;SELONG;-;REGIONAL 5;KC;Non LPU;Jl. Prof Moh Yamin.SH No. 61, Kel. Selong, Kec. Selong, Lombok Timur;Nusa Tenggara Barat;-8.651.207;116.530.945
PAKET 2A;84300;SUMBAWABESAR;-;REGIONAL 5;KC;Non LPU;Jl. Garuda No. 101 Sumbawa, Kel. Labuhan Sumbawa, Kec. Sumbawa, Sumbawa;Nusa Tenggara Barat;-8.478.249;117.406.644
PAKET 2A;86100;MAUMERE;-;REGIONAL 5;KC;Non LPU;Jl. Pos No. 2 Maumere 86111, Kel.Kota Baru, Kec. Alok Timur, Sikka;Nusa Tenggara Timur;-8.625.006;122.220.874
PAKET 2A;86700;KOMODO;-;REGIONAL 5;KC;Non LPU;Jl. Soekarno Hatta No 77, Kel. Labuanbajo, Kec. Komodo, Manggarai Barat;Nusa Tenggara Timur;-8.494.628;11.987.872
PAKET 2A;87100;WAINGAPU;-;REGIONAL 5;KC;Non LPU;Jl. Dr.Sutomo No. 21, Wgp 87111, Kel. Kamalaputi, Kec. Kota Waingapu, Sumba Timur;Nusa Tenggara Timur;-9.642.859;120.258.545
PAKET 2A;94700;LUWUK;-;REGIONAL 6;KC;Non LPU;Jl. Brigjen Katamso No. 2, Kel. Luwuk, Kec. Luwuk, Luwuk Banggai;Sulawesi Tengah;-0.9413537;1.227.878.973
PAKET 2B;24600;KUTACANE;-;REGIONAL 1;KC;Non LPU;Jl. Achmad Yani No. 91 Kutacane 24611, Kel. Kota Kutacane, Kec. Babussalam, Aceh Tenggara;Nanggroe Aceh Darussalam;3.488.083;9.781.085
PAKET 2B;25600;PAINAN;-;REGIONAL 1;KC;Non LPU;Jl. Prof Dr. Hamka, Painan, Kel. Painan Utara, Kec. Empat Jurai, Pesisir Selatan;Sumatera Barat;-1.347.131;100.583.024
PAKET 2B;29300;RENGAT;-;REGIONAL 1;KC;Non LPU;Jl. A. Yani No. 8 Rengat, Kel. Kampung Besar, Kec. Kota Rengat, Indragiri Hulu;Riau;-0.351258;102.560.344
PAKET 2B;37100;SUNGAIPENUH;-;REGIONAL 1;KC;Non LPU;Jl. Jend. Sudirman No. 1, Kel. Pondoktinggi, Kec. Sungaipenuh, Kerinci;Jambi;-2.064.628;101.394.264
PAKET 2B;17500;CIKARANG;-;REGIONAL 2;KC;Non LPU;Jl. Sumatera No 4 Kawasan Industri MM2100, Kel. Cibuntu, Kec. Cikarang Barat, Bekasi;Jawa Barat;-6.298.058;107.077.621
PAKET 2B;42200;PANDEGLANG;-;REGIONAL 2;KC;Non LPU;Jl. Bank Banten No. 1, Kel. Pandeglang, Kec. Pandeglang, Pandeglang;Banten;-6.310.933;106.108.114
PAKET 2B;42300;RANGKASBITUNG;-;REGIONAL 2;KC;Non LPU;Jl. Multatuli No. 6, Kel. Muara Ciujung Brt, Kec. Rangkasbitung, Lebak;Banten;-635.845.135.705.481;106.246.946.724.425
PAKET 2B;84100;BIMA;-;REGIONAL 5;KC;Non LPU;Jl. Gajah Mada, Kel. NaE, Kec. Rasanae Barat, Bima;Nusa Tenggara Barat;-8.455.253;118.737.907
PAKET 2B;85500;SOE;-;REGIONAL 5;KC;Non LPU;Jl. Suharto No. 10, Kel. Oekefan, Kec. Kota SoE, Timor Tengah Selatan;Nusa Tenggara Timur;-9.862.577;124.289.165
PAKET 2B;85700;ATAMBUA;-;REGIONAL 5;KC;Non LPU;Jl. Letjen Suprapto No. 5, Kel. Atambua, Kec. Atambua, Belu;Nusa Tenggara Timur;-9.107.654;124.894.424
PAKET 2B;86300;ENDE;-;REGIONAL 5;KC;Non LPU;Jl. Basuki Rahmat No. 5 Kel. Paupire Ende, Kec. Ende Selatan, Ende;Nusa Tenggara Timur;-8.835.433;121.658.334
PAKET 2B;71200;KANDANGAN;-;REGIONAL 6;KC;Non LPU;Jl. Merah Johansyah No. 4, Kel. Kandangan Kota, Kec. Kandangan Hulu, Sungai Selatan;Kalimantan Selatan;-2.785.634;115.266.478
PAKET 2B;71400;AMUNTAI;-;REGIONAL 6;KC;Non LPU;Jl. Basuki Rahmat No. 10, Kel. Murung Sari, Kec. Amuntai Tengah, Hulu Sungai Utara;Kalimantan Selatan;-2.419.263;115.255.383
PAKET 2B;73700;BUNTOK;-;REGIONAL 6;KC;Non LPU;Jl. Uria Mapas No. 62, Kel. Buntok Kota, Kec. Dusun Selatan, Barito Selatan;Kalimantan Tengah;-1.722.577;114.831.557
PAKET 2B;91100;PAREPARE;-;REGIONAL 6;KC;Non LPU;Jl. Karaeng Burane No. 1, Kel. Mattirotasi Ujung, Kec. Pare, Pare;Sulawesi Selatan;-4.012.349;119.621.579
PAKET 2B;92500;BULUKUMBA;-;REGIONAL 6;KC;Non LPU;Jl. Kenari No. 3 Bulukumba 92516, Kel. Loka, Kec. Ujungbulu, Bulukumba;Sulawesi Selatan;-5.554.661;120.190.991
PAKET 2B;95700;KOTAMOBAGU;-;REGIONAL 6;KC;Non LPU;Jl. DI. Panjaitan No 244, Kel. Kotamobagu, Kec. Kotamobagu Barat, Kotamobagu;Sulawesi Utara;0.738356;124.314.272
PAKET 2B;97600;TUAL;-;REGIONAL 6;KC;Non LPU;Jl. Pahlawan Revolusi No. 17, Kel. Watdek, Kec. Kei Kecil, Maluku Tenggara;Maluku;-5.651.063;132.739.266
PAKET 2B;97700;TERNATE;-;REGIONAL 6;KC;Non LPU;Jl. Pahlawan Revolusi No. 154, Kel. Gamalama, Kec. Ternate Utara, Ternate Maluku Utara;Maluku Utara;0.788137;127.388.464
PAKET 2B;98100;BIAK;-;REGIONAL 6;KC;Non LPU;Jl. M Yamin No. 59 Biak 98111, Kel. Mandala Biak, Kec. Kota Biak, Numfor;Papua;-118.873;136.098.343
PAKET 2B;98300;MANOKWARI;-;REGIONAL 6;KC;Non LPU;Jl. Siliwangi No. 28 Manokwari, Kel. Manokwari Timur, Kec. Manokwari Timur, Manokwari;Papua Barat;-0.867541;134.075.749
PAKET 2B;98400;SORONG;-;REGIONAL 6;KC;Non LPU;Jl. A Yani No. 19, Kel. Sorong Klaligi, Kec. Sorong Timur, Sorong;Papua Barat;-0.8770412;1.312.586.814
PAKET 2B;98800;NABIRE;-;REGIONAL 6;KC;Non LPU;Jl. Yos Sudarso No. 9 Nabire, Kel. Oyehe, Kec. Nabire, Nabire;Papua;-3.357.794;135.502.705
PAKET 2B;99600;MERAUKE;-;REGIONAL 6;KC;Non LPU;Jl. Brawijaya, Kel. Mandala, Kec. Merauke, Merauke;Papua;-850.624;140.409.422
PAKET 2B;99900;TIMIKA;-;REGIONAL 6;KC;Non LPU;Jl. Yos Sudarso No. 17 Timika, Kel. Kwamki Baru, Kec. Mimika Baru, Mimika;Papua;-4.546.281;136.889.856
PAKET 3A;20500;Lubukpakam;20600;REGIONAL 1;KCP;Non LPU;Jl. Dr. Sutomo No. 35, Kel. Lubukpakam I-II, Kec. Lubukpakam, Deliserdang;Sumatera Utara;3.562.085;98.876.825
PAKET 3A;20800;Stabat;20700;REGIONAL 1;KCP;Non LPU;Jl. Palang Merah No. 1, Kel. Pekan stabat, Kec. Stabat, Langkat;Sumatera Utara;3.733.123;98.451.326
PAKET 3A;20986;Perbaungan;20600;REGIONAL 1;KCP;Non LPU;Jl. Serdang No. 10, Kel. Simpang Tiga Pekan, Kec. Perbaungan, Serdang Bedagai;Sumatera Utara;3.567.196;98.953.669
PAKET 3A;20995;Sungairampah;20600;REGIONAL 1;KCP;Non LPU;Jl. Stasiun No. 12 Sei Rampah, Kel. Rampah Pekan, Kec. Sei Rampah, Serdang Bedagai;Sumatera Utara;3.476.564;99.079.226
PAKET 3A;21184;Perdagangan;21100;REGIONAL 1;KCP;Non LPU;Jl. Sisingamangaraja No. 463, Kel. Perdagangan I, Kec. Bandar, Simalungun;Sumatera Utara;3.158.084;99.326.826
PAKET 3A;21256;Indrapura;21200;REGIONAL 1;KCP;LPU 2024;Jl. Jend Sudirman No. 64, Kel. Air Putih, Kec. Indrapura, Batubara;Sumatera Utara;3.303.879;99.422.826
PAKET 3A;21300;Tanjungbalai;21200;REGIONAL 1;KCP;Non LPU;Jl. Jend Sudirman No. 11, Kel. Tanjungbalai Kota I, Kec.Tanjungbalai Selatan, Tanjung Balai;Sumatera Utara;2.964.106;99.806.705
PAKET 3A;22152;Brastagi;22100;REGIONAL 1;KCP;Non LPU;Jl. Veteran No. 4 Brastagi, Kel. Gundaling I, Kec. Brastagi, Karo;Sumatera Utara;3.194.459;9.850.861
PAKET 3A;22200;Sidikalang;22100;REGIONAL 1;KCP;Non LPU;Jl. Sisingamangaraja No. 160, Kel. Sidikalang, Kec. Sidikalang, Dairi;Sumatera Utara;3.561.909;9.869.352
PAKET 3A;22272;Salak;22100;REGIONAL 1;KCP;LPU 2024;Jl. Emas No.13 Salak, Kel. Salak, Kec. Salak, Pakpak Bharat;Sumatera Utara;2.557.025;9.832.386
PAKET 3A;22919;Penyabungan;22700;REGIONAL 1;KCP;Non LPU;Jl. Ade Irma Suryani Nasution No. 7, Kel. Kayujati, Kec. Penyabungan Kota, Mandailing Natal;Sumatera Utara;0.856409;99.652.231
PAKET 3A;24475;Kualasimpang;24400;REGIONAL 1;KCP;LPU 2024;Jl S Parman No. 1 Kota Kuala Simpang Kab Aceh Tamiang 24475;Nanggroe Aceh Darussalam;428.333;98.057.241
PAKET 3A;24500;Takengon;24300;REGIONAL 1;KCP;Non LPU;Jl. Leber Kade No. 4 Takengon, Kel. Kota Takengon, Kec. Kota Takengon, Aceh Tengah;Nanggroe Aceh Darussalam;4.621.203;9.684.762
PAKET 3A;24581;Simpangtiga;24300;REGIONAL 1;KCP;LPU 2024;Jl. Rembele, Kelurahan Keude Simpang Tiga, Kecamatan Bukit, Bener Meuriah, Aceh;Nanggroe Aceh Darussalam;4.725.254;96.869.991
PAKET 3A;27371;Alahanpanjang;27300;REGIONAL 1;KCP;LPU 2024;Jl. Jend Sudirman No. 47, Kel. Alahan Panjang, Kec. Lembah Gumanti, Solok;Sumatera Barat;-1.075.828;100.787.177
PAKET 3A;28300;Pangkalankerinci;28000;REGIONAL 1;KCP;Non LPU;Jl. Lintas Timur Pangkalan Kerinci, Kel. Pangkalan Kerinci, Kec. Pangkalan Kerinci, Pelalawan;Riau;0.377051;101.853.176
PAKET 3A;28784;Duri;28800;REGIONAL 1;KCP;Non LPU;Jl. Jend Sudirman No. 1, Kel. Babussalam, Kec. Mandau, Keb. Bengkalus, Duri 28884;Riau;1.280.784;101.195.443
PAKET 3A;28992;Baganbatu;28800;REGIONAL 1;KCP;Non LPU;Jl. Lancang Kuning No. 568 Baganbatu, Kel. Baganbatu, Kec. Bagansinembah, Rokan Hilir;Kepulauan Riau;1.720.647;100.390.393
PAKET 3A;29152;Tanjunguban;29100;REGIONAL 1;KCP;Non LPU;Jl. Hang Tuah No. 2, Kel. Tanjung Uban Kota, Kec. Bintan Utara, Bintan;Kepulauan Riau;1.065.403;104.220.244
PAKET 3A;29352;Airmolek;29300;REGIONAL 1;KCP;LPU 2024;Jl. Jend. Sudirman Airmolek, Kel. Air Molek I, Kec. Pasir Penyu, Indragiri Hulu;Riau;-0.369406;102.294.098
PAKET 3A;29362;Telukkuantan;29300;REGIONAL 1;KCP;Non LPU;Jl. Jembatan Timbang Telukkuantan, Kel. Simpang Tiga, Kec. Kuantan Tengah, Kuantan Singingi;Riau;-0.531183;101.565.007
PAKET 3A;29661;Tanjungbalaikarimun;29400;REGIONAL 1;KCP;Non LPU;Jl. Pramuka No. 58, Kel. Tanjung Balai, Kec. Karimun, Karimun;Kepulauan Riau;0.994648;103.427.513
PAKET 3A;30600;Kayuagung;30000;REGIONAL 1;KCP;Non LPU;Jl. M. Dhani Kayuagung, Kel. Kayuagung, Kec. Kayuagung, Ogan Komering Ilir;Sumatera Selatan;-3.391.968;104.830.871
PAKET 3A;30700;Sekayu;30000;REGIONAL 1;KCP;Non LPU;Jl. Merdeka Sekayu, Kel. Menteri Melayu, Kec. Kota Sekayu, Musi Banyuasin;Sumatera Selatan;-2.873.453;103.831.604
PAKET 3A;30752;Babatsumatera;30000;REGIONAL 1;KCP;LPU 2024;Jl. Sekayu Mangun Jaya No. 142, Kel. Babat Toman, Kec. Babat Toman,  Musi Banyuasin;Sumatera Selatan;-2.739.344;10.364.026
PAKET 3A;30753;Pangkalanbalai;30000;REGIONAL 1;KCP;Non LPU;Jl. Cahaya Berlian No. 79, Kel. Pangkalan Balai, Kec. Banyuasin III, Banyuasin;Sumatera Selatan;-2.890.322;104.401.109
PAKET 3A;31711;Tanjungenim;31300;REGIONAL 1;KCP;Non LPU;Jl. Lingga Raya No. 38, Kel. Lingga, Kec. Lawang Kidul, Muara Enim;Sumatera Selatan;-374.698.525.979.636;103.796.038.189.914
