Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 3A;96262;Bongodua;96100;REGIONAL 6;KCP;LPU 2024;Bongodua, Kel.Bongodua, Kec.Wonosari, Gorontalo;Gorontalo;0.703999;122.454.482
PAKET 3A;96263;Tilamuta;96100;REGIONAL 6;KCP;LPU 2024;Jl. Trans Sulawesi, Kel.Ayuhulalo, Kec. Tilamuta, Boalemo Gorontalo;Gorontalo;0.600635;122.293.738
PAKET 3A;97234A;Ambonrumahtiga;97000;REGIONAL 6;KCP;Non LPU;Jl. Ir. Putuhena, Kel.Rumahtiga, Kec.Teluk Ambon, Ambon;Maluku;-3.649.955;128.192.204
PAKET 3A;97752;Jailolo;97700;REGIONAL 6;KCP;LPU 2024;Jl. Puaen, Kel.-, Kec.Jailolo, Halmahera Barat;Maluku Utara;1.070.792;127.465.202
PAKET 3A;97791;Labuha;97700;REGIONAL 6;KCP;Non LPU;Jl. Amasing Labuha, Kel.-, Kec.Bacan, Halmahera Selatan;Maluku Utara;-0.619698;127.474.293
PAKET 3A;97794;Bobong;97700;REGIONAL 6;KCP;LPU 2024;Ds. Bobong, Kel.-, Kec.Bobong/Taliabu Barat, Sula Kepulauan;Maluku Utara;-195.665.382.258.239;124.383.317.841.768
PAKET 3A;97800;Tidore;97700;REGIONAL 6;KCP;Non LPU;Jl. Siswa, Kel.Indonesiana, Kec.Tidore, Tidore Kepulauan;Maluku Utara;0.677561;1.274.373
PAKET 3A;98115A;Biakwaupnor;98100;REGIONAL 6;KCP;Non LPU;Jl. Jenderal Sudirman No. 45, Kel.Waupnor, Kec.Biak Kota, Biak Numfor;Papua;-11.837.470.182.608;136.075.740.601.575
PAKET 3A;98454;Teminabuan;98400;REGIONAL 6;KCP;LPU 2024;Jl. Bhayangkara Teminabuan, Kel.Kohoin, Kec.Teminabuan, Sorong Selatan;Papua Barat;-144.057.797.455.497;132.011.569.960.188
PAKET 3A;22872;Tetehosi;22800;REGIONAL 1;KCP;LPU 2024;Jl. SMA Negeri Bawolato, Kel. Bawolato, Kec. Idano Gawo/Bawolato, Nias;Sumatera Utara;102.760.229.630.312;977.736.402.181.242
PAKET 3A;22856B1;Lotu;22800;REGIONAL 1;KCP;LPU 2024;Jl. Arah Lahewa Lotu kodepos 22856, Kel. Hilidundra, Kec. Lotu ,Nias Utara;Sumatera Utara;13.889.956.252.374;97.358.009.357.331
PAKET 3A;24264;Samalanga;24300;REGIONAL 1;KCP;LPU 2024;Jl. Simpang Matang, Kel. Blang Garang, Kec. Samalanga, Bireuen;Nanggroe Aceh Darussalam;5.029.986;9.676.546
PAKET 3A;24353;Batuphat;24300;REGIONAL 1;KCP;LPU 2024;Jl. Medan - Banda Aceh, Batuphat, Kel. Batuphat Timur, Kec. Muara Satu, Lhokseumawe;Nanggroe Aceh Darussalam;52.181.947.771.049;970.549.731.310.356
PAKET 3A;24394;Pantonlabu;24300;REGIONAL 1;KCP;LPU 2024;Jl. Pendidikan, Kel. Kota Panton Labu, Kec. Tanah Jambo Aye, Aceh Utara;Nanggroe Aceh Darussalam;511.607;97.459.095
PAKET 3A;24582;Janarata;24300;REGIONAL 1;KCP;LPU 2024;Jl. Takengon -Pondok, Kel. Pondok Baru, Kec. Bandar, Bener Meuriah;Nanggroe Aceh Darussalam;4.754.245;96.908.979
PAKET 3A;29663;Moro;29400;REGIONAL 1;KCP;LPU 2024;Jl. Olah Raga No. 22 Moro, Kel. Moro, Kec. Moro, Karimun;Kepulauan Riau;0.754647;103.706.839
PAKET 3A;29664;Meral;29400;REGIONAL 1;KCP;LPU 2024;Jl. A. Yani Sei Raya Meral, Kel. Sei Raya, Kec. Meral, Karimun;Kepulauan Riau;1.039.345;103.347.178
PAKET 3A;36137A;Jambijelutung;36000;REGIONAL 1;KCP;Non LPU;Jl. DI. Panjaitan, Kel. Jelutung, Kec. Jelutung, Jambi;Jambi;-1.632.261;103.655.085
PAKET 3A;12190D2;LE Medco;12000;REGIONAL 2;LE;Non LPU;GD ENERGY SCBD Jl. JEND SUDIRMAN, Kel. Senayan, Kec. Kebayoran baru, jakarta selatan;DKI Jakarta;-62.256.911;1.068.063.784
PAKET 3A;15136A;Tangerangjatake;15000;REGIONAL 2;KCP;Non LPU;Jl. Gatot Subroto Km. 7,5 No. 14, Kel. Jatake, Kec. Jatiuwung, Kota Tangerang;Banten;-6.183.564.162;106.591.183
PAKET 3A;15211D1;LE Dadapkosambi;15000;REGIONAL 2;LE;Non LPU;Jl. Raya Dadap Kosambi No. 23, Kel. Dadap, Kec. Kosambi, Tangerang;Banten;-6.179.258.354;1.066.895.794
PAKET 3A;15540D1;LE Rajeg;15000;REGIONAL 2;LE;Non LPU;Kantor Kecamatan Rajeg Jl. Raya Rajeg, Kel. Makarsari, Kec. Rajeg, Tangerang;Banten;-6.236.741.593;1.066.206.486
PAKET 3A;16421A;Depokbeji;16400;REGIONAL 2;KCP;Non LPU;Jl. H. Asmawi No. 20 Beji, Kel. Beji Barat, Kec. Beji, Depok;Jawa Barat;-638.163;10.681.413
PAKET 3A;16423A;Depokkemirimuka;16400;REGIONAL 2;KCP;Non LPU;Jl. Margonda Raya No. 294 Depok, Kel. Kemiri, Kec. Muka Beji, Depok;Jawa Barat;-6.382.568;106.827.098
PAKET 3A;16965;Gunungputri;16900;REGIONAL 2;KCP;Non LPU;Jl. Raya Tlajung Udik No. 1 Tlajung, Kel. Udik, Kec. Gunungputri ,Bogor;Jawa Barat;-644.555.027.663.666;106.915.076.590.385
PAKET 3A;40374B1;Cimaung;40900;REGIONAL 3;KCP;Non LPU;Jl. Raya Pangalengan Kp.Pasirbiru RT02/05, Kel. Cimaung, Kec. Cimaung, Bandung;Jawa Barat;-7.087.022.538;1.075.629.326
PAKET 3A;41375B1;Banyusari;41300;REGIONAL 3;KCP;Non LPU;Kp Gempol Pasar Utara RT.004/RW. 001 Kel. Gempol, Kec. Banyusari, Karawang;Jawa Barat;-6.298.556.366;1.075.669.647
PAKET 3A;43156;Nagrak;43100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Siliwangi No. 37, Kel. Nagrak Selatan, Kec. Nagrak, Sukabumi;Jawa Barat;-68.702.406;1.068.001.878
PAKET 3A;43285B1;Pasirhayam;43200;REGIONAL 3;KCP;Non LPU;Jl. Raya Cibeber Km 8 Pasirhayam, Kel. Sirnagalih, Kec. Cilaku, Cianjur;Jawa Barat;-6.844.392;107.124.621
PAKET 3A;50148A;Semarangbongsari;50000;REGIONAL 4;KCP;Non LPU;Jl. Pamularsih No. 19, Kel. Bojong Salaman, Kec. Semarang Barat, Semarang;Jawa Tengah;-6.990.108;110.396.181
PAKET 3A;50272A;Semarangsendangmulyo;50000;REGIONAL 4;KCP;Non LPU;Jl. Raya Ketileng No. 8, Kel. Sendangmulyo, Kec. Tembalang, Semarang;Jawa Tengah;-702.867.017.573.664;110.468.493.696.564
PAKET 3A;52141A;Tegalmargadana;52100;REGIONAL 4;KCP;Non LPU;Jl. Raya Margadana, Kec. Margadana, Kec. Margadana, Tegal;Jawa Tengah;-68.807.955;109.104.391
PAKET 3A;53126A;Purwokertopasarcermai;53100;REGIONAL 4;KCP;Non LPU;Jl. Letjen Pol Sumarto No. 159, Kel. Purwanegara, Kec. Purwokerto Utara, Banyumas;Jawa Tengah;-739.844;1.092.317
PAKET 3A;53231A;Cilacapgumilir;53200;REGIONAL 4;KCP;Non LPU;Jl. Ir Juanda No. 12 Cilacap, Kel. Kebon Manis, Kec. Cilacap Utara, Cilacap;Jawa Tengah;-7.695.245;109.027.577
PAKET 3A;55153A;Yogyakartamergangsan;55000;REGIONAL 4;KCP;Non LPU;Jl. Sisingamangaraja No. 1, Kel. Brontokusuman, Kec. Mergangsan, Yogyakarta;D.I Yogyakarta;-7.815.816;110.373.333
PAKET 3A;55212A;Yogyakartadanurejan;55000;REGIONAL 4;KCP;Non LPU;Jl. Hayam Wuruk No. 3, Kel. Tegalpanggung, Kec. Danurejan, Yogyakarta;D.I Yogyakarta;-7.793.368;110.372.226
PAKET 3A;55221A;Yogyakartagondokusuman;55000;REGIONAL 4;KCP;Non LPU;Jl. Munggur No. 54, Kel. Demangan, Kec. Gondokusuman, Yogyakarta;D.I Yogyakarta;-7.784.672;110.388.302
PAKET 3A;55782;Imogiri;55700;REGIONAL 4;KCP;LPU 2024;Jl. Pasar Sapi, Kel. Karang Talun, Kec. Imogiri, Bantul;D.I Yogyakarta;-7.921.445;110.378.615
PAKET 3A;55791;Pleretbantul;55700;REGIONAL 4;KCP;LPU 2024;Jl. Kedaton, Kel. Kedaton, Kec. Pleret, Bantul;D.I Yogyakarta;-7.868.168;110.407.767
PAKET 3A;56500;Kotamungkid;56100;REGIONAL 4;KCP;Non LPU;Jl. Letnan Tukiyat No. 1, Kel. Sawitan, Kec. Mungkid, Magelang;Jawa Tengah;-7.589.803;110.220.137
PAKET 3A;56252;Kedu;56200;REGIONAL 4;KCP;LPU 2024;Jl. Raya Kedu No. 03, Kel. Kedu, Kec. Kedu, Temanggung;Jawa Tengah;-7.278.787;110.159.331
PAKET 3A;57281;Sidoharjo;57200;REGIONAL 4;KCP;Non LPU;Jl. Raya Sragen-Solo Km.4, Kel. Pungkruk, Kec. Sidoharjo, Sragen;Jawa Tengah;-743.013.272.628.035;110.979.038.217.185
PAKET 3A;57465;Ceper;57400;REGIONAL 4;KCP;LPU 2024;Jl. Besole No. 1 Ceper, Kel. Ceper, Kec. Ceper, Klaten;Jawa Tengah;-7.674.783;110.679.496
PAKET 3A;57471;Delangu;57400;REGIONAL 4;KCP;LPU 2024;Jl. Raya Delanggu Klaten, Kel. Ciran / Gatak, Kec. Delanggu, Klaten;Jawa Tengah;-7.615.118;110.700.883
PAKET 3A;57485;Manisrenggo;57400;REGIONAL 4;KCP;LPU 2024;Tanjunganom, Tanjungsari, Kel. Tanjunganom, Kec. Manisrenggo, Klaten;Jawa Tengah;-7.695.901;110.494.431
PAKET 3A;57421A;Klatenselatan;57400;REGIONAL 4;KCP;Non LPU;Jl. Suraji Tirto Negoro, Kel. Sumberejo, Kec. Klaten Selatan, Klaten;Jawa Tengah;-7.718.359;110.584.218
PAKET 3A;59465;Mayong;59400;REGIONAL 4;KCP;Non LPU;Jl. Raya Mayong, Kel. Mayong Kidul, Kec. Mayong, Jepara;Jawa Tengah;-6.748.721;110.756.917
PAKET 3A;51352;Cepiring;51300;REGIONAL 4;KCP;Non LPU;Jl cempaka no 33 karangayu cepiring kendal;Jawa Tengah;-6.923.765;110.147.341
PAKET 3A;51357;Pegandon;51300;REGIONAL 4;KCP;LPU 2024;Jl Raya Putat no 24 Pegandon kendal;Jawa Tengah;-6.965.894;110.157.374
PAKET 3A;51363;Sukorejokendal;51300;REGIONAL 4;KCP;Non LPU;Jl tlangu tengah no 1 rt 1 rw 5 sukorejo;Jawa Tengah;-7.086.205;110.046.213
PAKET 3A;60251A1;Surabayapatemon;60000;REGIONAL 5;KCP;Non LPU;Jl. Patemon Kali No 39, Kel. Sawahan, Kec. Sawahan, Surabaya;Jawa Timur;-72.633.946;112.724.579
PAKET 3A;61114A;Gresikpelabuhan;61100;REGIONAL 5;KCP;Non LPU;Jl. Basuki Rachmat No. 21, Kel. Bedilan, Kec. Gresik, Gresik;Jawa Timur;-7.154.378;112.657.352
PAKET 3A;62265;Solokuro;62200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Payaman, Kel. Payaman, Kec. Solokuro, Lamongan;Jawa Timur;-6.919.244;112.349.858
PAKET 3A;63284;Karangjati;63200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Ngawi-Caruban, Kel. Karangjati, Kec. Karangjati, Ngawi;Jawa Timur;-7.453.241;111.596.866
PAKET 3A;63392;Maospati;63300;REGIONAL 5;KCP;Non LPU;Jl. Raya Maospati, Kel. Maospati, Kec. Maospati, Magetan;Jawa Timur;-759.918;111.436.345
PAKET 3A;63393;Barat;63300;REGIONAL 5;KCP;Non LPU;Jl. Raya Barat No. 517, Kel. Mangge, Kec. Barat, Magetan;Jawa Timur;-7.563.284;111.448.681
PAKET 3A;64153;Papar;64100;REGIONAL 5;KCP;LPU 2024;Jl. Raya Papar -Kediri, Kel. Papar, Kec. Papar, Kediri;Jawa Timur;-7.697.391;112.077.979
PAKET 3A;64173;Kandat;64100;REGIONAL 5;KCP;Non LPU;Jl. Raya Kandat 100, Kel. Kandat, Kec. Kandat, Kediri;Jawa Timur;-7.925.076;112.032.723
PAKET 3A;64176;Ringinrejo;64100;REGIONAL 5;KCP;LPU 2024;Ringinrejo, Kel. Ringinrejo, Kec. Ringinrejo, Kediri;Jawa Timur;-7.981.586;112.035.013
PAKET 3A;64184;Ngasem;64100;REGIONAL 5;KCP;Non LPU;Desa Ngasem, Kel. Ngasem, Kec. Ngasem, Kediri;Jawa Timur;-7.801.138;112.045.525
PAKET 3A;66151;Sanankulon;66100;REGIONAL 5;KCP;LPU 2024;Jl. Raya Kediri No. 13, Kel. Kalipucung, Kec. Sanankulon, Blitar;Jawa Timur;-8.090.477;112.129.119
PAKET 3A;66155;Wonodadi;66100;REGIONAL 5;KCP;LPU 2024;Jl. Soekarno-Hatta No. 27, Kel. Wonodadi, Kec. Wonodadi, Blitar;Jawa Timur;-8.045.271;111.994.185
PAKET 3A;66193;Binangunblitar;66100;REGIONAL 5;KCP;LPU 2024;Jl. Achmad Yani No. 12, Kel. Binangun, Kec. Binangun, Blitar;Jawa Timur;-8.216.037;112.336.277
PAKET 3A;66133A;Blitarsananwetan;66100;REGIONAL 5;KCP;Non LPU;Jl. Pramuka No. 5, Kel. Bendogerit, Kec. Sananwetan, Blitar;Jawa Timur;-8.095.862;112.178.391
PAKET 3A;66163B1;Gawang;66100;REGIONAL 5;KCP;LPU 2024;Jl. Trisula, RT 04/RW 07, Kel. Gawang, Kec. Bakung, Blitar;Jawa Timur;-8.231.606;112.123.034
PAKET 3A;66274;Bandungtulungagung;66200;REGIONAL 5;KCP;Non LPU;Jalan Raya Bandung, Kel. Bandung, Kec. Bandung, Tulungagung;Jawa Timur;-8.171.013;111.788.259
PAKET 3A;66292;Ngunut;66200;REGIONAL 5;KCP;Non LPU;Jl. Demuk No. 9,  Ngunut Ngunut Tulungagung;Jawa Timur;-8.106.433;112.012.658
PAKET 3A;67361;Senduro;67300;REGIONAL 5;KCP;Non LPU;Jl. Ranu Pani No. 9 Senduro, Kel. Senduro, Kec. Senduro, Lumajang;Jawa Timur;-8.094.066;11.308.829
PAKET 3A;83352;Tanjung;83000;REGIONAL 5;KCP;Non LPU;Jl. Raya Tanjung Gondang, Kel. Tanjung, Kec. Tanjung, Lombok Barat;Nusa Tenggara Barat;-83.556.250.587.866;116.156.829.070.723
PAKET 3A;83234A;Mataramsweta;83000;REGIONAL 5;KCP;Non LPU;Jl. Brawijaya No. 20, Kel.  Mataram, Kec. Cakra Selatan, Cakranegara Mataram;Nusa Tenggara Barat;-8.594.585;116.140.084
PAKET 3A;84354;Seteluk;84300;REGIONAL 5;KCP;LPU 2024;Jl. Badarea Seteluk, Kel. Seteluk Tengah, Kec. Seteluk ,Sumbawa Barat;Nusa Tenggara Barat;-8.628.865;116.861.792
PAKET 3A;84383;Plampang;84300;REGIONAL 5;KCP;LPU 2024;Jl. Raya Bima Plampang, Kel. Sepakat, Kec. Plampang, Sumbawa;Nusa Tenggara Barat;-8.796.175;117.776.291
PAKET 3A;84384;Empang;84300;REGIONAL 5;KCP;LPU 2024;Jl. Raya Bima Empang, Kel. Empang Atas, Kec. Empang, Sumbawa;Nusa Tenggara Barat;-8.769.667;118.002.171
PAKET 3A;20362B1;SPP Tanjung Morawa;20000;REGIONAL 1;KCP;Non LPU;Jl. Medan-Lubuk Pakam Km 22 No 9;SUMATERA UTARA;355.130.117.837.918;988.283.729.788.423
PAKET 3A;4040C;DC Cipedes;40400;REGIONAL 3;DC;Non LPU;Jl. Sukadamai 1;JAWA BARAT;-6.894.078.252.692.100,00;10.759.009.284.685.100
PAKET 3A;4040D;DC Situsaeur;40400;REGIONAL 3;DC;Non LPU;Jl. Kopo 210 A;JAWA BARAT;-6.935.657.020.647.180,00;10.759.534.278.855.800
PAKET 3A;4040G;DC Dayeuhkolot;40400;REGIONAL 3;DC;Non LPU;Jl. Raya dayeuhkolot;JAWA BARAT;-6.989.459.103.767.690;10.762.716.118.551.100
PAKET 3A;4040H;DC Soreang;40400;REGIONAL 3;DC;Non LPU;Jl. terusan kopo 3;JAWA BARAT;-7.008.483.326.721.780;10.755.228.699.613.800
PAKET 3A;4040I;DC Cimahi;40400;REGIONAL 3;DC;Non LPU;Jl. terusan 30;JAWA BARAT;-6.871.557.568.177.370;10.754.571.956.235.200
PAKET 3A;4040J;DC Cikeruh;40400;REGIONAL 3;DC;Non LPU;Jl. Raya jatinangor;JAWA BARAT;-6.931.625.182.294.390;10.777.896.598.180.200
PAKET 3A;4040K;DC Padalarang;40400;REGIONAL 3;DC;Non LPU;Jl. ray padalarang 508;JAWA BARAT;-6.844.437.679.915.600;10.748.822.995.725.500
PAKET 3A;4040M;DC Majalaya;40400;REGIONAL 3;DC;Non LPU;Jl. Stasiun 28;JAWA BARAT;-7.047.990.328.731.930;10.775.999.717.202.000
PAKET 3A;57261;Tangen;57200;REGIONAL 4;KCP;LPU 2024;Jl. Raya Tangen No. 28, Kel. Dukuh, Kec. Tangen, Sragen;Jawa Tengah;-7.325.397;11.106.179
PAKET 3A;57482;Tulung;57400;REGIONAL 4;KCP;LPU 2024;Jl. Raya Tulung-Majegan, Kel. Majegan, Kec. Tulung, Klaten;Jawa Tengah;-7.608.421;110.614.602
PAKET 3A;51181;Wonopringgo;51100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Wonopringgo Pekalongan, Kel. Pegaden Tengah, Kec. Wonopringgo, Pekalongan;Jawa Tengah;-6.970.711;109.634.583
PAKET 3A;51255;Blado;51100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Blado Batang, Kel. Blado, Kec. Blado, Batang;Jawa Tengah;-706.831;109.834.297
PAKET 3A;14260A;Jakartapremiertugu;13000;REGIONAL 2;KCU/KC;Non LPU;Jl. Raya Keramat Jaya No. 37 Kel. Tugu Utara, Kec. Koja, Jakarta Utara;DKI Jakarta;-6.122.788;10.691.662
PAKET 3A;24476B1;Karangbaru;23000;REGIONAL 1;KCP;Non LPU;KARANG BARU KEC ACEH TAMIANG, KARANG BARU, ACEH TAMIANG, ACEH, NANGGROE ACEH DARUSSALAM;NANGGROE ACEH DARUSSALAM;429.796.655.099.092;98.047.892.671.003
PAKET 3A;16320;Bojonggede;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Bojonggede, BOJONGGEDE, BOJONGGEDE, BOGOR, JAWA BARAT;JAWA BARAT;-648.664;106.796.297
PAKET 3A;10650A;Jakartacentrumserdang;10000;REGIONAL 2;KCP;Non LPU;Jl. Panca 32 Jakarta Pusat, SERDANG, KEMAYORAN, JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-6.156.717;106.861.194
PAKET 3A;12930A;Jakartafloracentralplaza;12000;REGIONAL 2;KCP;Non LPU;Jl. Jendral  Sudirman No. 47, KARET SEMANGGI, SETIA BUDI, JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-62.176.461;1.068.165.988
PAKET 3A;13120A;Jakartapremierutankayu;13000;REGIONAL 2;KCP;Non LPU;Jl. Waringin No. 8, UTAN KAYU UTARA, MATRAMAN, JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-619.433;106.863.119
PAKET 3A;13210A;Jakartapremierkayuputih;13000;REGIONAL 2;KCP;Non LPU;Jl. Plitur Raya No. 29 Kp Ambon, KAYU PUTIH, PULO GADUNG, JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-6.185.522;10.688.409
PAKET 3A;13410A;Jakartapremiercipinangbesarselatan;13000;REGIONAL 2;KCP;Non LPU;Jl. Cipinang Besar Selatan Raya, CIPINANG BESAR SLTN, JATINEGARA, JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-6.220.454;106.886.149
PAKET 3A;13810A;Jakartapremierlubangbuaya;13000;REGIONAL 2;KCP;Non LPU;Jl. Masjid Albado No. 1, LUBANG BUAYA, CIPAYUNG, JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-6.293.799;106.903.413
PAKET 3A;13940A;Jakartapremierpenggilingan;13000;REGIONAL 2;KCP;Non LPU;Jl. Raya Penggilingan, PENGGILINGAN, CAKUNG, JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;DKI Jakarta;-6.203.525;106.935.874
PAKET 3A;16151A;Bogorkedokteranhewan;16000;REGIONAL 2;KCP;Non LPU;Jl. Tmn Kencn Fak Kedokteran Hwn, BANTARJATI, BOGOR TENGAH, BOGOR, JAWA BARAT;JAWA BARAT;-6.591.113;106.805.604
PAKET 3A;16415A;Depoksukamaju;12000;REGIONAL 2;KCP;Non LPU;Jl. Raya Jakarta-Bogor Km.36 Dp, SUKAMAJU, SUKMAJAYA, DEPOK, JAWA BARAT;JAWA BARAT;-639.605;10.683.686
PAKET 3A;17113A;Bekasipasarlama;17000;REGIONAL 2;KCP;Non LPU;Jl. Niaga Blok I/5 Pasar Proyek, MARGAHAYU, BEKASI TIMUR, BEKASI, JAWA BARAT;JAWA BARAT;-624.024;1.070.057
PAKET 3A;17115A;Bekasipondokhijau;17000;REGIONAL 2;KCP;Non LPU;Jl. Pondok Hijau Permai No. 7, PENGASINAN JAYA, RAWA LUMBU, BEKASI, JAWA BARAT;JAWA BARAT;-62.641;10.701.557
PAKET 3A;4040A;DC Sekejati;40400;REGIONAL 3;DC;Non LPU;Jl.Margahayu, MARGAHAYU, BUAH BATU, BANDUNG, JAWA BARAT;JAWA BARAT;-6.942.756.390.436.070;10.765.102.706.038.200
PAKET 3A;41117A;Purwakartamunjuljaya;41300;REGIONAL 3;KCP;Non LPU;Jl. Raya ipik gandamanah 60, MUNJULJAYA, PURWAKARTA, PURWAKARTA, JAWA BARAT;JAWA BARAT;-6.530.101;107.456.714
PAKET 3A;50143A;Semarangtanahmas;50000;REGIONAL 4;KCP;Non LPU;Jl. Brotojoyo No. 5, PANGGUNG, SEMARANG BARAT, SEMARANG, JAWA TENGAH;JAWA TENGAH;-6.965.786;110.406.141
PAKET 3A;50263A;Semarangsrondol;50000;REGIONAL 4;KCP;Non LPU;Jl. Setiabudi No. G / 62 Semarang, SRONDOL KULON, BANYUMANIK, SEMARANG, JAWA TENGAH;JAWA TENGAH;-70.492.826;1.104.169.005
PAKET 3A;50517A;Ungaranbandarjo;50000;REGIONAL 4;KCP;Non LPU;Jl. Gatot Subroto No. 133, BANDARJO, UNGARAN, SEMARANG, JAWA TENGAH;JAWA TENGAH;-7.122.183;110.407.876
PAKET 3A;50518A;Ungaranbabadan;50000;REGIONAL 4;KCP;Non LPU;Jl. Jend. Sudirman No. 77, BABADAN, UNGARAN, SEMARANG, JAWA TENGAH;JAWA TENGAH;-716.391.466.787.787;110.412.811.921.637
PAKET 3A;68166;Umbulsari;68100;REGIONAL 5;KCP;Non LPU;Jl. A.Yani No. 101, -, UMBULSARI, JEMBER, JAWA TIMUR;JAWA TIMUR;-826.472;113.445.938
PAKET 3A;60115A1;Surabayakampusunair;60000;REGIONAL 5;KCP;Non LPU;Jl Raya Mulyorejo No 154, MULYOREJO, MULYOREJO, SURABAYA, JAWA TIMUR;JAWA TIMUR;-7.263.099;11.278.372
PAKET 3A;60118A;Surabayauntag;60000;REGIONAL 5;KCP;Non LPU;Jl. Semolowaru no.45, N. JANGKUNGAN, SUKOLILO, SURABAYA, JAWA TIMUR;JAWA TIMUR;-7.299.228;112.766.878
PAKET 3A;66226A;Tulungagungkedungwaru;65100;REGIONAL 5;KCP;Non LPU;Jl. Pahlawan No. 134 RT.3/RW.2, KETANON, KEDUNGWARU, TULUNGAGUNG, JAWA TIMUR;JAWA TIMUR;-8.041.741;111.911.249
PAKET 3A;68121B;Jembersumbersari;68100;REGIONAL 5;KCP;Non LPU;Jl. Jawa No. 37, TEGAL BOTO, SUMBERSARI, JEMBER, JAWA TIMUR;JAWA TIMUR;-8.170.448;113.721.074
PAKET 3A;68122A;Jemberkebonsari;68100;REGIONAL 5;KCP;Non LPU;Jl. Letjen Sutoyo No. 60, KEBONSARI, SUMBERSARI, JEMBER, JAWA TIMUR;JAWA TIMUR;-8.190.954;113.705.276
PAKET 3A;68135A;Jemberkaliwates;68100;REGIONAL 5;KCP;Non LPU;Jl. Hayam Wuruk No. 107, SEMPURSARI, KALIWATES, JEMBER, JAWA TIMUR;JAWA TIMUR;-8.186.174;113.662.257
PAKET 3A;76122A;Balikpapangunungguntur;76100;REGIONAL 6;KCP;Non LPU;Jl. P.Antasari RT.07 No. 54, KARANGREJO, BALIKPAPAN TENGAH, BALIKPAPAN, KALIMANTAN TIMUR;KALIMANTAN TIMUR;-12.463.737;116.841.868
PAKET 3A;20858;Pangkalansusu;20700;REGIONAL 1;KCP;LPU 2024;Jl. T. Minyak, Kel. Bukit Jengkol, Kec. Pangkalan Susu, Langkat;Sumatera Utara;4.210.978;98.155.707
PAKET 3A;22471;Sipahutar;22400;REGIONAL 1;KCP;LPU 2024;Jl. Raya Pangaribuan No. 125, Kel. Pasar Sipahutar, Kec. Sipahutar, Tapanuli Utara;Sumatera Utara;2.107.381;99.090.413
PAKET 3A;22474;Siborongborong;22400;REGIONAL 1;KCP;Non LPU;Jl. Sentosa No. 1 Siborongborong, Kel. Pasar Siborongborong, Kec. Siborong-borong, Tapanuli Utara;Sumatera Utara;221.313.706.300.016;989.760.624.432.526
PAKET 3A;24200;Bireuen;24300;REGIONAL 1;KCP;Non LPU;Jl. Gayo No. 5;NANGGROE ACEH DARUSSALAM;5.202.142;96.702.652
PAKET 3A;24383;Cotgirek;24300;REGIONAL 1;KCP;LPU 2024;Jl. PTP, Kel. Cot Girek, Kec. Cot Girek, Aceh Utara;Nanggroe Aceh Darussalam;492.067.230.086.105;973.761.599.372.675
PAKET 3A;27365;Talang;27300;REGIONAL 1;KCP;Non LPU;Aro Tanah Kuning Talang, Kel. Aro Talang, Kec. Gunung Talang, Solok;Sumatera Barat;-0.978333;100.679.443
PAKET 3A;27778;Lubukgadang;27300;REGIONAL 1;KCP;Non LPU;Jl. Padang Aro No. 260, Kel. Padang Aro, Kec. Sangir, Solok Selatan;Sumatera Barat;-1.605.506;101.297.732
PAKET 3A;38578;Rimbokedui;38000;REGIONAL 1;KCP;LPU 2024;Jl. Merdeka No. 19 Rimbo Kedui, Kel. Rimbo Kedui, Kec. Seluma, Bengkulu;Bengkulu;-4.107.752;102.535.539
PAKET 3A;20116A;Medanpulaubrayan;20000;REGIONAL 1;KCP;Non LPU;Jl. Budi Kemuliaan No. 1 Medan, Kel. Pulau Brayan Kota, Kec Medan Barat, Medan;Sumatera Utara;3.631.974;98.658.685
PAKET 3A;20117A;Medanseiagul;20000;REGIONAL 1;KCP;Non LPU;Jl. Karya 42 Medan, Kel. Karang Berombak, Kec. Medan Barat, Medan;Sumatera Utara;360.942.336.265.895;986.651.951.682.284
PAKET 3A;20214A;Medanthamrin;20000;REGIONAL 1;KCP;Non LPU;Jl. Yose Rizal No. 1 Medan, Kel. Sei Rengas I, Kec. Medan Kota, Medan;Sumatera Utara;3.583.151;98.692.526
